,Title,Awards,Wins,Nominations,Bafta_Nominations,Oscar_Nominations,Prime_Nominations,Golden_Globe_Nominations,Bafta_Wins,Oscar_Wins,Prime_Wins,Golden_Globe_Wins
385,Anatomía de la naturaleza,,0,0,0,0,0,0,0,0,0,0
386,One for the Money,,0,0,0,0,0,0,0,0,0,0
387,On the Run,,0,0,0,0,0,0,0,0,0,0
388,$2 Bill,,0,0,0,0,0,0,0,0,0,0
389,Adventure Highway,,0,0,0,0,0,0,0,0,0,0
390,Así la libro,,0,0,0,0,0,0,0,0,0,0
391,092,,0,0,0,0,0,0,0,0,0,0
392,Ally McSqueal,,0,0,0,0,0,0,0,0,0,0
393,Wanted,,0,0,0,0,0,0,0,0,0,0
394,The Sound of Music Children,,0,0,0,0,0,0,0,0,0,0
395,A Question of Sex,,0,0,0,0,0,0,0,0,0,0
396,20 Cars That Changed the World,,0,0,0,0,0,0,0,0,0,0
397,Xena: Warrior Princess - A Friend in Need (The Director's Cut),,0,0,0,0,0,0,0,0,0,0
398,Stages: Three Days in Mexico - Britney Spears,,0,0,0,0,0,0,0,0,0,0
399,As Dioptrias de Elisa,,0,0,0,0,0,0,0,0,0,0
400,One Hundred,,0,0,0,0,0,0,0,0,0,0
401,Against All Odds: Rowing the Pacific,,0,0,0,0,0,0,0,0,0,0
402,La fotografia,2 wins.,2,0,0,0,0,0,0,0,0,0
403,The Players,,0,0,0,0,0,0,0,0,0,0
404,Allra mest tecknat,,0,0,0,0,0,0,0,0,0,0
405,00 Heaven,,0,0,0,0,0,0,0,0,0,0
406,3 bogatyrya,,0,0,0,0,0,0,0,0,0,0
407,Abenteuer Ferne,,0,0,0,0,0,0,0,0,0,0
408,Abenteuer Natur,,0,0,0,0,0,0,0,0,0,0
409,All Together Now,,0,0,0,0,0,0,0,0,0,0
410,Under Suspicion,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
411,Space Millenium,,0,0,0,0,0,0,0,0,0,0
412,A CARography,,0,0,0,0,0,0,0,0,0,0
413,Sex; Lies and Celebrity Recipes,,0,0,0,0,0,0,0,0,0,0
414,Jackanory: The Curse of Karrit Poor,,0,0,0,0,0,0,0,0,0,0
415,Surviving September 11th: The Story of One New York Family,,0,0,0,0,0,0,0,0,0,0
416,Lord; I Believe,,0,0,0,0,0,0,0,0,0,0
417,$100 Taxi Ride,,0,0,0,0,0,0,0,0,0,0
418,All the Rage,,0,0,0,0,0,0,0,0,0,0
419,Addem and the Ants,,0,0,0,0,0,0,0,0,0,0
420,Adults Only: The Secret History of the Other Hollywood,,0,0,0,0,0,0,0,0,0,0
421,Ab ins Bett!,,0,0,0,0,0,0,0,0,0,0
422,Amigos en la noche,,0,0,0,0,0,0,0,0,0,0
423,Blood Money,,0,0,0,0,0,0,0,0,0,0
424,Conflict Desert Storm,,0,0,0,0,0,0,0,0,0,0
425,Detective Conan: Countdown to Heaven,,0,0,0,0,0,0,0,0,0,0
426,Autovision,,0,0,0,0,0,0,0,0,0,0
427,Asian Enigma,,0,0,0,0,0,0,0,0,0,0
428,A War Diary,,0,0,0,0,0,0,0,0,0,0
429,Sodomania 35: Shades of Expression,,0,0,0,0,0,0,0,0,0,0
430,Alles auf Rot,,0,0,0,0,0,0,0,0,0,0
431,Alles auf Rot(licht),,0,0,0,0,0,0,0,0,0,0
432,100% cine,,0,0,0,0,0,0,0,0,0,0
433,Academia de Estrelas,,0,0,0,0,0,0,0,0,0,0
434,Acorrentados,,0,0,0,0,0,0,0,0,0,0
435,Jet Set Fraternity Gang Bang,,0,0,0,0,0,0,0,0,0,0
436,The Bug Movie,,0,0,0,0,0,0,0,0,0,0
437,1000 oficios,,0,0,0,0,0,0,0,0,0,0
438,Hay que volver a empezar,,0,0,0,0,0,0,0,0,0,0
439,Happy Anniversary; Harry,,0,0,0,0,0,0,0,0,0,0
440,Andy Pandy,,0,0,0,0,0,0,0,0,0,0
441,Orlando Bloom Profile,,0,0,0,0,0,0,0,0,0,0
442,Alle Wetter!,,0,0,0,0,0,0,0,0,0,0
443,A tarde é nosa,,0,0,0,0,0,0,0,0,0,0
444,2001 nen no otoko un,,0,0,0,0,0,0,0,0,0,0
445,100% Urlaub,,0,0,0,0,0,0,0,0,0,0
446,30x30: Kid Flicks,,0,0,0,0,0,0,0,0,0,0
447,America.01,,0,0,0,0,0,0,0,0,0,0
448,A Week in the West End,,0,0,0,0,0,0,0,0,0,0
449,75th Annual Macy's Thanksgiving Day Parade,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
450,25i ora,,0,0,0,0,0,0,0,0,0,0
451,37 Grad plus,,0,0,0,0,0,0,0,0,0,0
452,Only Human,,0,0,0,0,0,0,0,0,0,0
453,Al dente,,0,0,0,0,0,0,0,0,0,0
454,Artèria 33,,0,0,0,0,0,0,0,0,0,0
455,Midnight Street Racing,,0,0,0,0,0,0,0,0,0,0
456,All Eyes On,,0,0,0,0,0,0,0,0,0,0
457,Aigaio nyn kai aei,,0,0,0,0,0,0,0,0,0,0
458,Adventures of Chhota Birbal,,0,0,0,0,0,0,0,0,0,0
459,Luna,,0,0,0,0,0,0,0,0,0,0
460,Apanhados da Bola,,0,0,0,0,0,0,0,0,0,0
461,A Chopper Is Born,,0,0,0,0,0,0,0,0,0,0
462,A Plane Is Born,,0,0,0,0,0,0,0,0,0,0
463,2004 plin 3,,0,0,0,0,0,0,0,0,0,0
464,50 lepta,,0,0,0,0,0,0,0,0,0,0
465,6+1,,0,0,0,0,0,0,0,0,0,0
466,Arte Europa,,0,0,0,0,0,0,0,0,0,0
467,Animal Action,,0,0,0,0,0,0,0,0,0,0
468,AJPW Samurai TV,,0,0,0,0,0,0,0,0,0,0
469,90 kai kati,,0,0,0,0,0,0,0,0,0,0
470,AJW Samurai TV,,0,0,0,0,0,0,0,0,0,0
471,A chistera,,0,0,0,0,0,0,0,0,0,0
472,A Wider World,,0,0,0,0,0,0,0,0,0,0
473,Ai wa seigi,,0,0,0,0,0,0,0,0,0,0
474,2001 NFL Draft,,0,0,0,0,0,0,0,0,0,0
475,Akui,,0,0,0,0,0,0,0,0,0,0
476,Sextrip - Heisses Pflaster Amsterdam,,0,0,0,0,0,0,0,0,0,0
477,A Cry for Help,,0,0,0,0,0,0,0,0,0,0
478,Baby Hospital,,0,0,0,0,0,0,0,0,0,0
479,Ay; mi madre,,0,0,0,0,0,0,0,0,0,0
480,The Confession,,0,0,0,0,0,0,0,0,0,0
481,The Contest Winner,,0,0,0,0,0,0,0,0,0,0
482,United Snakes of America,,0,0,0,0,0,0,0,0,0,0
483,A saco,,0,0,0,0,0,0,0,0,0,0
484,A Round with Pace,,0,0,0,0,0,0,0,0,0,0
485,Amigo Zoo,,0,0,0,0,0,0,0,0,0,0
486,Reality Bites,,0,0,0,0,0,0,0,0,0,0
487,A ciencia cierta,,0,0,0,0,0,0,0,0,0,0
488,24 Hours in the Life of a City,,0,0,0,0,0,0,0,0,0,0
489,Angelina Ballerina: The Show Must Go On,,0,0,0,0,0,0,0,0,0,0
490,Andalucía Mágica,,0,0,0,0,0,0,0,0,0,0
491,A Message from God,,0,0,0,0,0,0,0,0,0,0
492,Ai to seishun no takarazuka - koi yorimo inochi yorimo,,0,0,0,0,0,0,0,0,0,0
493,La última noche,,0,0,0,0,0,0,0,0,0,0
494,Legale Entanglement,,0,0,0,0,0,0,0,0,0,0
495,Arjen historia,,0,0,0,0,0,0,0,0,0,0
496,A Vida é Bela,,0,0,0,0,0,0,0,0,0,0
497,Babestation,,0,0,0,0,0,0,0,0,0,0
498,3LW: Live on Sunset,,0,0,0,0,0,0,0,0,0,0
499,Bad Ass Black Babes,,0,0,0,0,0,0,0,0,0,0
500,2001 American League Championship Series,,0,0,0,0,0,0,0,0,0,0
501,100% cinemaspop,,0,0,0,0,0,0,0,0,0,0
502,Man's Best Friend,,0,0,0,0,0,0,0,0,0,0
503,10 Things You Didn't Know About ...,,0,0,0,0,0,0,0,0,0,0
504,A Bike Is Born,,0,0,0,0,0,0,0,0,0,0
505,55 Mercer Street,,0,0,0,0,0,0,0,0,0,0
506,2002 American League Championship Series,,0,0,0,0,0,0,0,0,0,0
507,Adrenaline Science: Lethal Predators,,0,0,0,0,0,0,0,0,0,0
508,Adrenaline Science - Danger Zone,,0,0,0,0,0,0,0,0,0,0
509,Give It Up,,0,0,0,0,0,0,0,0,0,0
510,2002 National League Championship Series,,0,0,0,0,0,0,0,0,0,0
511,Autizmus és savant szindróma,,0,0,0,0,0,0,0,0,0,0
512,7 Dagen 'Woonbeleving',,0,0,0,0,0,0,0,0,0,0
513,7 Dagen 'Liefde is niet te bewijzen',,0,0,0,0,0,0,0,0,0,0
514,The Investigators: Badge of Dishonor,,0,0,0,0,0,0,0,0,0,0
515,A Kalahari Family,1 win.,1,0,0,0,0,0,0,0,0,0
516,The Truth: The Making of 'Truth Be Told',,0,0,0,0,0,0,0,0,0,0
517,Am I My Brother's Keeper?,,0,0,0,0,0,0,0,0,0,0
518,5 Go Dating,,0,0,0,0,0,0,0,0,0,0
519,A Big Country Revisited,,0,0,0,0,0,0,0,0,0,0
520,Albert Asks,,0,0,0,0,0,0,0,0,0,0
521,When the Truth Hurts; Lie,,0,0,0,0,0,0,0,0,0,0
522,Al-Bahhar Mondi,,0,0,0,0,0,0,0,0,0,0
523,2001 National League Championship Series,,0,0,0,0,0,0,0,0,0,0
524,Revival of Authentic Islam in San Francisco,,0,0,0,0,0,0,0,0,0,0
525,Afrikanische Totenklage,,0,0,0,0,0,0,0,0,0,0
526,411,,0,0,0,0,0,0,0,0,0,0
527,Ajimu - Kaigan Monogatari,,0,0,0,0,0,0,0,0,0,0
528,Kitchen Chemistry with Heston Blumenthal,,0,0,0,0,0,0,0,0,0,0
529,ABCD ekologie aneb Zivotabudic,,0,0,0,0,0,0,0,0,0,0
530,Vanished in the Mist: Lost Newfoundland,,0,0,0,0,0,0,0,0,0,0
531,Agent NB 3,,0,0,0,0,0,0,0,0,0,0
532,Spin the Bottle,,0,0,0,0,0,0,0,0,0,0
533,After the Fall,,0,0,0,0,0,0,0,0,0,0
534,Agentstvo «Zolotaya pulya»,,0,0,0,0,0,0,0,0,0,0
535,Lest We Forget,,0,0,0,0,0,0,0,0,0,0
536,Behind Closed Doors,,0,0,0,0,0,0,0,0,0,0
537,Al Ayam Al Moutamarida,,0,0,0,0,0,0,0,0,0,0
538,Im Kreuzfeuer,,0,0,0,0,0,0,0,0,0,0
539,100 Hours,,0,0,0,0,0,0,0,0,0,0
540,Akela,,0,0,0,0,0,0,0,0,0,0
541,Intermezzo,,0,0,0,0,0,0,0,0,0,0
542,Achanak 37 Saal Baad,,0,0,0,0,0,0,0,0,0,0
543,2020,,0,0,0,0,0,0,0,0,0,0
544,2001-2002 Los Angeles Lakers NBA Champions,,0,0,0,0,0,0,0,0,0,0
545,The Lord of the Rings: The Return of the King,Won 11 Oscars. Another 174 wins & 113 nominations.,185,113,0,0,0,0,0,11,0,0
546,Baggage,,0,0,0,0,0,0,0,0,0,0
547,The Fighting Temptations,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
548,Escape from Cuba,,0,0,0,0,0,0,0,0,0,0
549,Attack of the Killer Hog,,0,0,0,0,0,0,0,0,0,0
550,An American Reunion,,0,0,0,0,0,0,0,0,0,0
551,Aftermath,,0,0,0,0,0,0,0,0,0,0
552,Once Upon a Time in Mexico,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
553,Fear X,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
554,The Baby Juice Express,,0,0,0,0,0,0,0,0,0,0
555,Betrayal,,0,0,0,0,0,0,0,0,0,0
556,Scary Movie 3,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
557,Confidence,,0,0,0,0,0,0,0,0,0,0
558,A.U.S.A.,,0,0,0,0,0,0,0,0,0,0
559,Escape from Taliban,,0,0,0,0,0,0,0,0,0,0
560,Imagining Argentina,1 nomination.,0,1,0,0,0,0,0,0,0,0
561,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Won 1 Oscar. Another 11 wins & 14 nominations.,12,14,0,0,0,0,0,1,0,0
562,Automotive Showcase,,0,0,0,0,0,0,0,0,0,0
563,Jimmy Kimmel Live!,Won 3 Primetime Emmys. Another 44 nominations.,3,44,0,0,0,0,0,0,3,0
564,Dickie Roberts: Former Child Star,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
565,Frozen Impact,,0,0,0,0,0,0,0,0,0,0
566,La gotera,,0,0,0,0,0,0,0,0,0,0
567,Around the World in 80 Days,2 nominations.,0,2,0,0,0,0,0,0,0,0
568,The Kiss,1 win.,1,0,0,0,0,0,0,0,0,0
569,Trust,,0,0,0,0,0,0,0,0,0,0
570,The One,,0,0,0,0,0,0,0,0,0,0
571,Seabiscuit,Nominated for 7 Oscars. Another 6 wins & 36 nominations.,6,43,0,7,0,0,0,0,0,0
572,Abby,,0,0,0,0,0,0,0,0,0,0
573,Saved!,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
574,Cheese and Jam,,0,0,0,0,0,0,0,0,0,0
575,A Hole in One,1 nomination.,0,1,0,0,0,0,0,0,0,0
576,Alienated,1 nomination.,0,1,0,0,0,0,0,0,0,0
577,Savannah,,0,0,0,0,0,0,0,0,0,0
578,People Like Us: Making 'Philadelphia',,0,0,0,0,0,0,0,0,0,0
579,Double Agent,,0,0,0,0,0,0,0,0,0,0
580,Sailing the Master Home,,0,0,0,0,0,0,0,0,0,0
581,Whatever We Do,,0,0,0,0,0,0,0,0,0,0
582,You're My Hero,2 wins.,2,0,0,0,0,0,0,0,0,0
583,Star Trek: Elite Force II,,0,0,0,0,0,0,0,0,0,0
584,The Door in the Floor,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
585,A Casa das Sete Mulheres,14 wins & 22 nominations.,14,22,0,0,0,0,0,0,0,0
586,Made in Estonia,,0,0,0,0,0,0,0,0,0,0
587,40,,0,0,0,0,0,0,0,0,0,0
588,60 jours; 60 nuits,,0,0,0,0,0,0,0,0,0,0
589,Secrets,,0,0,0,0,0,0,0,0,0,0
590,La gran sorpresa,,0,0,0,0,0,0,0,0,0,0
591,Fighter Pilot: Operation Red Flag,1 nomination.,0,1,0,0,0,0,0,0,0,0
592,X2 - Wolverine's Revenge,,0,0,0,0,0,0,0,0,0,0
593,21st Century Bard: The Making of Twelfth Night,,0,0,0,0,0,0,0,0,0,0
594,Cold Turkey,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
595,4Pop,,0,0,0,0,0,0,0,0,0,0
596,100 års indvandring,,0,0,0,0,0,0,0,0,0,0
597,Nashville Star,1 nomination.,0,1,0,0,0,0,0,0,0,0
598,Destiny's Child,,0,0,0,0,0,0,0,0,0,0
599,All American Girl,,0,0,0,0,0,0,0,0,0,0
600,The Babysitter,,0,0,0,0,0,0,0,0,0,0
601,All of Us,12 nominations.,0,12,0,0,0,0,0,0,0,0
602,Mutti - Der Film,,0,0,0,0,0,0,0,0,0,0
603,Our Friend Saddam,,0,0,0,0,0,0,0,0,0,0
604,America's Next Top Model,5 wins & 34 nominations.,5,34,0,0,0,0,0,0,0,0
605,10.5,Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,1,3,0,0,1,0,0,0,0,0
606,All Year Round with Katie Brown,,0,0,0,0,0,0,0,0,0,0
607,Aarresaaren sankarit,,0,0,0,0,0,0,0,0,0,0
608,Ambush Makeover,,0,0,0,0,0,0,0,0,0,0
609,Beyond Recognition,,0,0,0,0,0,0,0,0,0,0
610,The Last Supper,,0,0,0,0,0,0,0,0,0,0
611,Vegas Dick,,0,0,0,0,0,0,0,0,0,0
612,WWE Judgment Day,,0,0,0,0,0,0,0,0,0,0
613,10-8: Officers on Duty,,0,0,0,0,0,0,0,0,0,0
614,Acción,,0,0,0,0,0,0,0,0,0,0
615,After the Game,9 nominations.,0,9,0,0,0,0,0,0,0,0
616,El alma herida,,0,0,0,0,0,0,0,0,0,0
617,A Minute with Stan Hooper,,0,0,0,0,0,0,0,0,0,0
618,54321,,0,0,0,0,0,0,0,0,0,0
619,90 Days in Hollywood,,0,0,0,0,0,0,0,0,0,0
620,Agora É Que São Elas,8 nominations.,0,8,0,0,0,0,0,0,0,0
621,All About the Andersons,2 nominations.,0,2,0,0,0,0,0,0,0,0
622,Ambassadøren,,0,0,0,0,0,0,0,0,0,0
623,The Brotherhood of Poland; New Hampshire,1 nomination.,0,1,0,0,0,0,0,0,0,0
624,The Hollow,2 nominations.,0,2,0,0,0,0,0,0,0,0
625,A Miami Tail,1 win.,1,0,0,0,0,0,0,0,0,0
626,Secret Santa,3 wins.,3,0,0,0,0,0,0,0,0,0
627,American Racer,,0,0,0,0,0,0,0,0,0,0
628,A Ferro E Fogo,,0,0,0,0,0,0,0,0,0,0
629,Ren & Stimpy 'Adult Party Cartoon',,0,0,0,0,0,0,0,0,0,0
630,All About You,,0,0,0,0,0,0,0,0,0,0
631,The Other Woman,1 nomination.,0,1,0,0,0,0,0,0,0,0
632,Achieving the Glow,,0,0,0,0,0,0,0,0,0,0
633,Brothers in Arms,,0,0,0,0,0,0,0,0,0,0
634,1-800-Missing,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
635,Allez la Saussouze!,,0,0,0,0,0,0,0,0,0,0
636,Sub Conscious,,0,0,0,0,0,0,0,0,0,0
637,16,2 nominations.,0,2,0,0,0,0,0,0,0,0
638,Napoleon Dynamite,10 wins & 22 nominations.,10,22,0,0,0,0,0,0,0,0
639,A corazón abierto,,0,0,0,0,0,0,0,0,0,0
640,31 minutos,,0,0,0,0,0,0,0,0,0,0
641,Dope Game 2,,0,0,0,0,0,0,0,0,0,0
642,The Ghost Club,1 nomination.,0,1,0,0,0,0,0,0,0,0
643,Kill Bill: Vol. 2,Nominated for 2 Golden Globes. Another 21 wins & 72 nominations.,21,74,0,0,0,2,0,0,0,0
644,20h10 pétantes,,0,0,0,0,0,0,0,0,0,0
645,Achorey HaChadashot,,0,0,0,0,0,0,0,0,0,0
646,Secrets and Lies,,0,0,0,0,0,0,0,0,0,0
647,Aspe,,0,0,0,0,0,0,0,0,0,0
648,Stallgeruch und Katzenjammer,,0,0,0,0,0,0,0,0,0,0
649,Casablanca Driver,,0,0,0,0,0,0,0,0,0,0
650,Failure Is Not an Option,,0,0,0,0,0,0,0,0,0,0
651,The Refusal to Conform to Fashion Runs Deep,,0,0,0,0,0,0,0,0,0,0
652,Abenteuer 1900 - Leben im Gutshaus,,0,0,0,0,0,0,0,0,0,0
653,Discovery: South Africa,,0,0,0,0,0,0,0,0,0,0
654,Resident Evil: Outbreak,,0,0,0,0,0,0,0,0,0,0
655,7 días; 7 noches,1 nomination.,0,1,0,0,0,0,0,0,0,0
656,Amor Descarado,,0,0,0,0,0,0,0,0,0,0
657,The Basque Ball: Skin Against Stone,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
658,Akrovatontas,,0,0,0,0,0,0,0,0,0,0
659,Legacy,,0,0,0,0,0,0,0,0,0,0
660,The Letter: An American Town and the 'Somali Invasion',1 win.,1,0,0,0,0,0,0,0,0,0
661,Auction Man,,0,0,0,0,0,0,0,0,0,0
662,When I Grow Up; I'll Be a Kangaroo,1 win.,1,0,0,0,0,0,0,0,0,0
663,The Lil' River Rats and the Adventure of the Lost Treasure,,0,0,0,0,0,0,0,0,0,0
664,The Breakup Film,,0,0,0,0,0,0,0,0,0,0
665,La mia vita a stelle e strisce,,0,0,0,0,0,0,0,0,0,0
666,11 Somerset,,0,0,0,0,0,0,0,0,0,0
667,Alt und durchgeknallt,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
668,Aquí hay tomate,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
669,The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,1 win.,1,0,0,0,0,0,0,0,0,0
670,Wolf,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0
671,Sid Caesar Collection: Buried Treasures - The Impact of Sid Caesar,,0,0,0,0,0,0,0,0,0,0
672,19 Keys,,0,0,0,0,0,0,0,0,0,0
673,Absolute Power,,0,0,0,0,0,0,0,0,0,0
674,Alles voor de show,,0,0,0,0,0,0,0,0,0,0
675,127 wensen: op reis met...,,0,0,0,0,0,0,0,0,0,0
676,5ive Days to Midnight,1 nomination.,0,1,0,0,0,0,0,0,0,0
677,Adam's Family,,0,0,0,0,0,0,0,0,0,0
678,Agenstvo,,0,0,0,0,0,0,0,0,0,0
679,Avatopia,,0,0,0,0,0,0,0,0,0,0
680,Curse of the Ring,1 nomination.,0,1,0,0,0,0,0,0,0,0
681,Saw,8 wins & 10 nominations.,8,10,0,0,0,0,0,0,0,0
682,1000 seconden,,0,0,0,0,0,0,0,0,0,0
683,All Grown Up!,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
684,Der Abschied,,0,0,0,0,0,0,0,0,0,0
685,Alegria,,0,0,0,0,0,0,0,0,0,0
686,Keanu Reeves: Journey to Success,,0,0,0,0,0,0,0,0,0,0
687,12 corazones,,0,0,0,0,0,0,0,0,0,0
688,2 vrouwen; 3 miljard mannen,,0,0,0,0,0,0,0,0,0,0
689,450; chemin du golf,,0,0,0,0,0,0,0,0,0,0
690,Clean,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0
691,Hiccups,,0,0,0,0,0,0,0,0,0,0
692,The Mystery of Natalie Wood,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
693,Once Upon a Time in High School: The Spirit of Jeet Kune Do,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
694,Abre tus ojos,,0,0,0,0,0,0,0,0,0,0
695,A Second Look,,0,0,0,0,0,0,0,0,0,0
696,Death on the Mountain: Women of K2,,0,0,0,0,0,0,0,0,0,0
697,Airline,1 nomination.,0,1,0,0,0,0,0,0,0,0
698,Astounding Celebrities,,0,0,0,0,0,0,0,0,0,0
699,Glauber o Filme; Labirinto do Brasil,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0
700,12 punts,,0,0,0,0,0,0,0,0,0,0
701,Home,,0,0,0,0,0,0,0,0,0,0
702,7 Days Left...,,0,0,0,0,0,0,0,0,0,0
703,A Night with...,,0,0,0,0,0,0,0,0,0,0
704,The Story of Absolutely Fabulous,,0,0,0,0,0,0,0,0,0,0
705,Abhiman,,0,0,0,0,0,0,0,0,0,0
706,Countdown,,0,0,0,0,0,0,0,0,0,0
707,10 Things Every Guy Should Experience,,0,0,0,0,0,0,0,0,0,0
708,55 Degrees North,1 nomination.,0,1,0,0,0,0,0,0,0,0
709,JoJo's Circus,1 nomination.,0,1,0,0,0,0,0,0,0,0
710,3 Non-Blondes,3 nominations.,0,3,0,0,0,0,0,0,0,0
711,Aaradhana,,0,0,0,0,0,0,0,0,0,0
712,Ai yori aoshi 'enishi',,0,0,0,0,0,0,0,0,0,0
713,Family Business,,0,0,0,0,0,0,0,0,0,0
714,The Consequences of Love,14 wins & 17 nominations.,14,17,0,0,0,0,0,0,0,0
715,Norah Jones: Live in New Orleans,,0,0,0,0,0,0,0,0,0,0
716,Allá tú,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
717,Meltdown,2 nominations.,0,2,0,0,0,0,0,0,0,0
718,Coming Out at Work Is Hard to Do,,0,0,0,0,0,0,0,0,0,0
719,Adventure Camp,,0,0,0,0,0,0,0,0,0,0
720,The Big Bow Wow,,0,0,0,0,0,0,0,0,0,0
721,Charity,,0,0,0,0,0,0,0,0,0,0
722,Al banquillo,,0,0,0,0,0,0,0,0,0,0
723,A Wife for William,,0,0,0,0,0,0,0,0,0,0
724,Key West: City of Colors,,0,0,0,0,0,0,0,0,0,0
725,TV Out of the Box,,0,0,0,0,0,0,0,0,0,0
726,The Ultimate Pop Star,,0,0,0,0,0,0,0,0,0,0
727,WrestleMania XX,,0,0,0,0,0,0,0,0,0,0
728,Car Trouble 2: Them's the Brakes,,0,0,0,0,0,0,0,0,0,0
729,Linkin Park: Live in Texas,,0,0,0,0,0,0,0,0,0,0
730,Ahava Me'ever Lapina,,0,0,0,0,0,0,0,0,0,0
731,Amiche,,0,0,0,0,0,0,0,0,0,0
732,Aankhein,,0,0,0,0,0,0,0,0,0,0
733,Adarsh,,0,0,0,0,0,0,0,0,0,0
734,A Funny Thing Happened at the Quick Mart,,0,0,0,0,0,0,0,0,0,0
735,The Lord of the Rings: The War of the Ring,,0,0,0,0,0,0,0,0,0,0
736,Undercover Kids,,0,0,0,0,0,0,0,0,0,0
737,Unreal Tournament 2004,,0,0,0,0,0,0,0,0,0,0
738,Aizliegtas speles,,0,0,0,0,0,0,0,0,0,0
739,Justin Timberlake: Down Home in Memphis - One Night Only,,0,0,0,0,0,0,0,0,0,0
740,Major League Baseball 2005,1 nomination.,0,1,0,0,0,0,0,0,0,0
741,Going Upriver: The Long War of John Kerry,,0,0,0,0,0,0,0,0,0,0
742,The Victoria Cross: For Valour,,0,0,0,0,0,0,0,0,0,0
743,15 minutter special - Det kongelige bryllup,,0,0,0,0,0,0,0,0,0,0
744,Peter Andre's 60 Minute Makeover,,0,0,0,0,0,0,0,0,0,0
745,AM Scuttlebutt,,0,0,0,0,0,0,0,0,0,0
746,5. b,,0,0,0,0,0,0,0,0,0,0
747,>Play,,0,0,0,0,0,0,0,0,0,0
748,Tetris: From Russia with Love,,0,0,0,0,0,0,0,0,0,0
749,Zaha Hadid: Behind the Facade,,0,0,0,0,0,0,0,0,0,0
750,110% Tony Squires,,0,0,0,0,0,0,0,0,0,0
751,93 Faubourg Saint-Honoré,,0,0,0,0,0,0,0,0,0,0
752,All-American Festivals,,0,0,0,0,0,0,0,0,0,0
753,Topic A with Tina Brown,,0,0,0,0,0,0,0,0,0,0
754,G3 Live in Denver,,0,0,0,0,0,0,0,0,0,0
755,Pat Metheny Group: Speaking of Now Live,,0,0,0,0,0,0,0,0,0,0
756,Suspicious Minds,,0,0,0,0,0,0,0,0,0,0
757,Test Australia: The National IQ Test 2003,,0,0,0,0,0,0,0,0,0,0
758,Os amantes Ou Da Incomum Arte de Se Achar Sem Se Perder,,0,0,0,0,0,0,0,0,0,0
759,Hi! Dharma 2: Showdown in Seoul,,0,0,0,0,0,0,0,0,0,0
760,Macbeth,,0,0,0,0,0,0,0,0,0,0
761,The Perpetual Twilight of Gregor Black,,0,0,0,0,0,0,0,0,0,0
762,Thanksgiving,,0,0,0,0,0,0,0,0,0,0
763,106 & Park: Prime,,0,0,0,0,0,0,0,0,0,0
764,In the Darkness of the Night,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
765,Adoption Stories,1 win.,1,0,0,0,0,0,0,0,0,0
766,Art of the Garden,,0,0,0,0,0,0,0,0,0,0
767,Dogville: The Pilot,,0,0,0,0,0,0,0,0,0,0
768,Fake ID,,0,0,0,0,0,0,0,0,0,0
769,Let's Get Real,,0,0,0,0,0,0,0,0,0,0
770,A Lighter Shade of Heather,,0,0,0,0,0,0,0,0,0,0
771,WWE Judgment Day,,0,0,0,0,0,0,0,0,0,0
772,The 2004 NBA Finals,,0,0,0,0,0,0,0,0,0,0
773,Getting Made: The Making of 'GoodFellas',,0,0,0,0,0,0,0,0,0,0
774,9 on the Town,,0,0,0,0,0,0,0,0,0,0
775,Act!one,,0,0,0,0,0,0,0,0,0,0
776,Alarm für Cobra 11 - Einsatz für Team 2,1 win.,1,0,0,0,0,0,0,0,0,0
777,Arman reilaa,,0,0,0,0,0,0,0,0,0,0
778,A House That's Just Like Yours,,0,0,0,0,0,0,0,0,0,0
779,50 Tracks,,0,0,0,0,0,0,0,0,0,0
780,ALF's Hit Talk Show,,0,0,0,0,0,0,0,0,0,0
781,Abierto por la mañana,,0,0,0,0,0,0,0,0,0,0
